M1SL
1122.1
1108.6
1107.5
1115.6
1104.9
1102.6
1103.5
1100.2
1099.7
1098.7
1092.4
1088.6
1096.7
1101.2
1108.9
1116.7
1118.5
1126.2
1138.9
1150.2
1205.7
1165.7
1171.0
1183.2
1190.7
1190.6
1193.3
1186.9
1189.3
1193.3
1199.1
1187.1
1196.1
1204.0
1209.6
1220.2
1227.3
1238.2
1239.3
1250.0
1268.8
1281.0
1287.5
1296.4
1297.2
1297.8
1299.1
1306.2
1306.0
1321.4
1328.7
1332.8
1333.3
1342.7
1340.8
1354.3
1362.5
1362.3
1374.2
1376.0
1367.1
1371.1
1370.9
1358.4
1366.0
1380.1
1369.0
1377.8
1378.6
1376.5
1376.1
1374.3
1379.5
1378.4
1383.2
1381.4
1387.2
1375.4
1372.4
1372.4
1364.4
1370.3
1370.8
1366.6
1371.7
1363.0
1366.5
1378.0
1380.9
1368.2
1371.8
1376.3
1375.7
1379.4
1371.8
1373.4
1377.7
1380.4
1388.7
1391.4
1393.4
1404.6
1421.1
1407.4
1462.0
1473.8
1514.6
1601.7
1582.8
1567.2
1578.9
1611.6
1617.5
1658.8
1662.5
1660.0
1664.9
1677.7
1683.0
1692.8
1674.7
1699.8
1711.9
1699.0
1710.1
1731.6
1724.0
1748.7
1766.2
1780.4
1828.4
1836.7
1846.3
1870.1
1896.5
1897.0
1941.6
1963.4
1996.0
2115.4
2120.0
2128.5
2182.0
2165.7
2201.8
2207.1
2227.8
2237.3
2256.2
2275.3
2315.0
2354.1
2386.6
2420.1
2441.2
2460.7
2476.7
2468.9
2476.3
2504.9
2523.5
2521.0
2542.3
2551.3
2585.5
2631.2
2638.8
2674.2
2714.1
2730.2
2749.3
2774.2
2785.3
2817.2
2837.3
2787.0
2861.2
2880.4
2888.2
2955.8
2955.6
3025.2
3001.2
3002.7
2978.3
3014.8
3035.1
3014.3
3038.0
3017.9
3074.6
3106.3
3107.2
3142.5
3157.8
3200.1
3236.8
3242.5
3242.1
3310.8
3319.6
3332.0
3347.1
3345.4
3399.1
3409.9
3455.8
3454.5
3517.8
3525.5
3546.3
3581.8
3563.6
3603.9
3622.0
3612.6
3659.1
3621.3
3667.4
3664.0
3655.7
3655.9
3679.5
3686.3
3694.8
3722.9
3697.3
3761.0
3754.1
3762.3
3738.4
3789.9
3789.2
3832.1
3862.5
3847.1
3894.0
3926.3
3942.6
4003.6
3989.3
4001.1
4266.0
4804.3
16231.5
16554.5
16761.7
16879.5
17159.2
17360.5
17618.5
17827.9
18088.5
18349.1
18607.9
18968.3
19254.2
19320.3
19489.0
19687.0
19867.5
20047.2
20235.7
20399.4
20520.3
20641.0
20684.6
20727.1
20669.0
20592.9
20531.9
20435.3
20281.7
20092.4
19922.8
19671.5
19527.8
19385.8
18926.0
18615.4
18549.0
18435.0
18342.2
18226.2
18124.9
18022.9
17957.4
17915.1
17943.3
17984.0
17980.9
17973.6
18002.4
18038.8
18036.9
18091.3
18157.0
18214.8
18327.7
18358.8
18444.1
18511.4
18542.3
18667.6
18712.6
