DTWEXBGS
101.4155
100.7558
100.2288
100.2992
100.0241
100.1794
100.1436
99.871
100.0643
99.9675
99.9715
100.2447
100.4085
100.1862
99.9017
99.3783
99.3434
99.348
99.4798
99.6433
99.7144
99.4311
99.6132
99.7916
100.118
100.1372
100.1759
100.4879
100.2117
100.322
100.3955
100.3987
100.4489
100.5183
100.3404
100.3447
100.2346
100.3879
100.1956
100.2594
100.0724
99.7695
99.8355
99.5969
99.7024
99.9834
100.564
100.8565
100.7718
100.9566
100.8563
100.312
100.2121
99.9049
99.8614
100.0491
100.4716
100.496
100.8256
100.7773
100.8359
100.7995
101.0474
100.5698
100.56
100.6204
100.1319
100.0792
100.1578
100.4187
100.4091
100.2903
100.3589
100.4759
100.4697
99.8719
99.6747
99.3467
99.4974
99.4345
99.117
98.9687
98.8907
98.5149
98.1412
97.9085
97.6571
97.5572
97.4878
97.2585
97.1945
96.9578
96.6391
96.5383
96.8788
97.3588
97.1959
97.4725
97.7033
97.933
97.9377
97.7045
98.3936
97.8423
97.8995
97.8936
97.588
97.7705
97.7726
97.5544
97.3681
98.1449
98.1641
98.9313
98.5471
98.5494
98.9201
98.8338
98.8846
98.9127
99.145
99.0117
98.5544
99.0856
99.4216
99.3634
99.219
99.392
99.2158
98.2483
98.0371
98.0221
98.308
98.138
97.7508
97.9813
98.2132
98.5202
98.5583
98.6814
99.0767
99.1341
98.9262
98.6014
98.5221
98.7795
98.9388
98.742
98.2283
98.0539
97.9996
98.1715
97.9432
98.0694
97.6005
97.5088
97.6524
97.4402
97.8887
97.7863
97.9677
97.8043
97.3894
97.3486
97.7577
97.3856
97.6079
97.5731
97.7939
97.8827
97.8467
97.7748
97.5792
97.644
97.5084
97.4981
97.4392
97.6087
97.8108
98.2119
98.3845
98.2781
98.1775
98.0088
98.2104
98.1332
98.1703
98.1556
97.9458
97.8667
97.9909
98.0555
98.0107
98.0381
98.1054
97.9247
98.1267
98.3682
98.2776
98.5619
98.5702
98.9125
98.9146
98.831
98.8002
98.71
98.5354
98.6164
98.2897
98.1629
98.4483
98.349
98.2057
97.8907
97.4914
97.5672
97.3901
97.4949
