M2SL
4667.6
4680.9
4711.7
4767.8
4755.7
4773.6
4791.3
4819.5
4855.3
4871.4
4882.8
4927.7
4978.4
5017.1
5074.9
5139.2
5137.3
5180.3
5210.2
5243.9
5355.3
5344.0
5387.7
5440.7
5461.1
5490.4
5502.2
5502.3
5528.5
5553.5
5596.2
5638.4
5662.5
5707.2
5758.2
5779.5
5812.3
5848.4
5868.6
5905.7
5965.5
6002.4
6049.4
6107.3
6079.9
6070.2
6075.7
6074.0
6082.2
6121.9
6158.0
6199.1
6275.9
6278.1
6291.3
6317.9
6352.3
6379.9
6406.5
6424.7
6431.0
6439.1
6448.4
6462.0
6479.2
6511.8
6543.7
6576.5
6610.3
6644.1
6660.8
6688.0
6730.3
6754.9
6769.5
6807.0
6813.9
6852.1
6893.9
6925.3
6952.6
7002.0
7037.5
7080.4
7118.5
7134.6
7168.5
7241.0
7254.9
7288.1
7319.0
7395.1
7413.3
7428.4
7453.8
7484.2
7517.8
7604.2
7670.3
7712.8
7725.5
7744.2
7791.5
7806.1
7872.7
7975.3
8027.3
8205.0
8289.4
8319.6
8386.7
8391.4
8449.5
8459.5
8463.8
8463.3
8461.8
8488.1
8517.3
8512.5
8478.0
8527.6
8523.7
8555.1
8609.3
8628.4
8639.8
8688.2
8718.9
8768.7
8789.3
8822.9
8845.2
8909.0
8967.0
9030.4
9102.7
9176.7
9338.7
9525.1
9545.3
9578.1
9629.8
9677.4
9750.5
9802.2
9846.2
9899.8
9943.0
10013.0
10065.7
10136.4
10216.6
10282.8
10351.8
10474.4
10497.6
10516.6
10572.9
10600.4
10634.7
10692.3
10731.5
10789.6
10850.0
10974.2
10982.9
11047.8
11117.6
11183.2
11219.1
11264.0
11328.5
11383.7
11438.4
11462.5
11503.7
11577.5
11618.2
11701.9
11788.8
11905.6
11903.7
11937.6
11965.0
12005.6
12049.2
12093.7
12154.8
12206.1
12297.5
12368.7
12506.0
12578.2
12629.0
12708.0
12775.0
12835.4
12889.7
12973.9
13034.2
13107.5
13181.0
13226.1
13300.7
13367.3
13428.7
13484.7
13536.7
13558.5
13615.4
13674.6
13723.0
13782.3
13814.9
13873.8
13883.2
13919.3
13976.0
13993.9
14049.6
14109.9
14144.2
14193.9
14229.3
14241.4
14260.8
14382.6
14446.1
14481.2
14526.2
14554.5
14652.4
14771.4
14853.5
14934.7
15031.4
15167.3
15276.9
15348.0
15416.8
15467.0
15993.8
17005.8
17853.4
18141.1
18298.0
18364.3
18596.6
18751.3
18979.1
19133.2
19359.7
19596.7
19823.4
20160.7
20427.1
20474.7
20628.8
20811.3
20978.9
21142.9
21317.4
21471.6
21586.8
21685.0
21721.5
21749.9
21690.1
21642.6
21641.9
21607.0
21521.3
21424.5
21357.6
21219.2
21205.4
21185.4
20876.9
20730.0
20801.3
20782.8
20772.3
20747.3
20720.6
20687.6
20696.8
20701.5
20773.1
20861.2
20901.4
20932.5
20997.0
21065.4
21098.0
21185.0
21272.0
21323.2
21424.2
21441.9
21519.8
21613.5
21706.4
21862.4
21942.0
