INDPRO
91.4092
91.7245
92.083
92.6659
92.9347
93.0018
92.8373
92.591
92.9827
92.64
92.6604
92.3457
91.8908
91.2851
91.0585
90.7384
90.2607
89.7811
89.2352
89.157
88.6749
88.4051
87.886
87.8518
88.4634
88.4578
89.1265
89.5507
89.9348
90.6736
90.6436
90.5505
90.6373
90.3988
90.8947
90.3906
91.1369
91.2505
91.0006
90.4311
90.4
90.5196
90.9869
90.7933
91.3819
91.5049
92.1265
92.1732
92.3268
92.8995
92.5368
92.8957
93.5845
92.8651
93.5502
93.6301
93.7353
94.5695
94.8015
95.5415
95.8785
96.5709
96.4345
96.6347
96.7251
97.1483
96.8397
97.1584
95.2764
96.4411
97.5016
97.9723
98.127
98.1687
98.3913
98.6826
98.7074
99.0398
98.9751
99.4047
99.2246
99.1229
99.0963
100.1125
99.7546
100.7166
100.8952
101.5723
101.6269
101.6547
101.4953
101.6943
101.9428
101.6446
102.2167
102.2764
102.1493
101.7756
101.4508
100.7554
100.1336
99.8728
99.4194
97.8491
93.5576
94.4985
93.2617
90.6266
88.3712
87.843
86.4689
85.7903
84.9436
84.6746
85.6853
86.6393
87.3821
87.5809
87.9388
88.2404
89.1897
89.5046
90.1356
90.4607
91.7014
91.9033
92.2549
92.5936
92.8533
92.6033
92.6686
93.5916
93.3889
93.0045
93.9684
93.6571
93.7723
94.0493
94.4958
95.0974
95.0244
95.6891
95.6778
96.1809
96.7595
97.0662
96.5609
97.251
97.4595
97.4768
97.6714
97.2734
97.2217
97.5311
97.9084
98.1884
98.1736
98.6434
99.047
98.9445
99.0383
99.2221
98.8987
99.4897
100.021
99.9037
100.1582
100.374
99.9899
100.7471
101.7435
101.8273
102.2392
102.5774
102.7954
102.6322
102.9417
102.9611
103.5978
103.6151
102.7923
102.1366
101.7869
101.2255
100.7675
100.4588
101.0893
100.9165
100.633
100.1563
99.4366
98.9471
99.4391
98.9232
98.1635
98.4775
98.2549
98.7315
98.8452
98.7427
98.6552
98.7237
98.3443
99.0406
98.8158
98.4356
99.0492
100.0416
100.128
100.337
100.0865
99.6323
99.7482
100.9893
101.2493
101.4871
101.4852
101.7319
102.1943
103.3551
102.381
103.2256
103.3561
104.0585
104.1038
103.9297
104.0126
104.0451
103.3598
102.8251
102.8361
102.2748
102.4176
102.5425
102.0057
102.7814
102.4601
101.5878
102.1494
101.9421
101.3372
101.6718
97.606
84.6812
86.0108
91.6745
95.0037
95.9294
95.8914
96.5256
96.9529
98.2039
98.8135
95.5072
98.1929
98.3317
99.1867
99.6483
100.0668
100.0412
98.9955
100.3542
101.2684
101.1948
101.2146
101.8458
102.6732
102.9024
102.9659
102.8224
103.0505
103.1703
103.5326
103.4442
103.1058
101.8266
102.7476
102.8003
102.8143
103.2241
102.9809
102.3809
103.0722
103.0951
103.3081
102.5781
102.8868
102.6309
101.483
102.7267
102.5186
102.3568
102.9797
103.2534
102.5192
103.0196
102.5954
102.2138
101.9503
103.0447
102.9343
104.0003
103.7483
103.8216
103.5948
